���k�N�X	���k�W��	�������	����q����
2049	其他網　	其他	-
2050	鮪延繩釣　	其他	-
2051	雜魚延繩釣　	其他	-
2052	曳繩釣　	其他	-
2053	一支釣　	其他	-
2079	其他釣　	其他	-
2096	籠具　	其他	-
2097	珊瑚　	其他	-
2098	飛魚卵漁業　	其他	-
2099	其他近海漁業　	其他	-
3000	沿岸漁業合計	其他	7
3001	定置漁具　	其他	-
3002	地曳網　	其他	-
3003	焚寄網　	其他	-
3004	刺網　	其他	7
3005	追逐網　	其他	-
3006	流袋網　	其他	-
3007	魩鱙漁業　	其他	-
3008	櫻花蝦漁業　	其他	-
3009	赤尾青蝦漁業　	其他	-
3049	其他網　	其他	-
3050	一支釣　	其他	-
3051	雜魚延繩釣　	其他	-
3079	其他釣　	其他	-
3096	鏢旗魚　	其他	-
3097	遊漁　	其他	-
3098	籠具　	其他	-
3099	其他沿岸漁業　	其他	-
4000	內陸漁撈合計	其他	80
4001	河川漁撈　	其他	-
4002	水庫漁撈　	其他	80
4099	其他內陸漁撈　	其他	-
5000	海面養殖合計	其他	-
5001	淺海養殖　	其他	-
5002	箱網養殖　	其他	-
5099	其他海面養殖　	其他	-
6000	內陸養殖合計	其他	481
6001	鹹水魚塭　	其他	-
6002	淡水魚塭　	其他	423
6003	箱網養殖　	其他	-
6004	觀賞魚養殖　	其他	-
6099	其他內陸養殖　	其他	58
0000	總 計	牡蠣	1,911
1000	遠洋漁業合計	牡蠣	1,586
1001	單船拖網　	牡蠣	-
1002	雙船拖網　	牡蠣	-
1003	鰹鮪圍網　	牡蠣	2
1004	秋刀魚棒受網　	牡蠣	-
1050	鮪延繩釣　	牡蠣	1,584
1051	魷釣　	牡蠣	-
1099	其他遠洋漁業　	牡蠣	-
2000	近海漁業合計	牡蠣	250
2001	巾著網　	牡蠣	-
2002	鯖鰺圍網　	牡蠣	-
2003	棒受網　	牡蠣	-
2004	中小拖網　	牡蠣	46
2005	刺網　	牡蠣	14
2006	扒網　	牡蠣	-
2049	其他網　	牡蠣	-
2050	鮪延繩釣　	牡蠣	151
2051	雜魚延繩釣　	牡蠣	39
2052	曳繩釣　	牡蠣	-
2053	一支釣　	牡蠣	1
2079	其他釣　	牡蠣	-
2096	籠具　	牡蠣	-
2097	珊瑚　	牡蠣	-
2098	飛魚卵漁業　	牡蠣	-
2099	其他近海漁業　	牡蠣	0
3000	沿岸漁業合計	牡蠣	74
3001	定置漁具　	牡蠣	4
3002	地曳網　	牡蠣	-
3003	焚寄網　	牡蠣	-
3004	刺網　	牡蠣	63
3005	追逐網　	牡蠣	-
3006	流袋網　	牡蠣	-
3007	魩鱙漁業　	牡蠣	-
3008	櫻花蝦漁業　	牡蠣	-
3009	赤尾青蝦漁業　	牡蠣	-
3049	其他網　	牡蠣	-
3050	一支釣　	牡蠣	2
3051	雜魚延繩釣　	牡蠣	2
3079	其他釣　	牡蠣	-
3096	鏢旗魚　	牡蠣	-
3097	遊漁　	牡蠣	3
3098	籠具　	牡蠣	-
3099	其他沿岸漁業　	牡蠣	-
4000	內陸漁撈合計	牡蠣	-
4001	河川漁撈　	牡蠣	-
4002	水庫漁撈　	牡蠣	-
4099	其他內陸漁撈　	牡蠣	-
5000	海面養殖合計	牡蠣	-
5001	淺海養殖　	牡蠣	-
5002	箱網養殖　	牡蠣	-
5099	其他海面養殖　	牡蠣	-
6000	內陸養殖合計	牡蠣	-
6001	鹹水魚塭　	牡蠣	-
6002	淡水魚塭　	牡蠣	-
6003	箱網養殖　	牡蠣	-
6004	觀賞魚養殖　	牡蠣	-
6099	其他內陸養殖　	牡蠣	-
0000	總 計	文蛤	146,025
1000	遠洋漁業合計	文蛤	146,025
1001	單船拖網　	文蛤	-
1002	雙船拖網　	文蛤	-
1003	鰹鮪圍網　	文蛤	-
1004	秋刀魚棒受網　	文蛤	146,025
1050	鮪延繩釣　	文蛤	-
1051	魷釣　	文蛤	-
1099	其他遠洋漁業　	文蛤	-
2000	近海漁業合計	文蛤	-
2001	巾著網　	文蛤	-
2002	鯖鰺圍網　	文蛤	-
2003	棒受網　	文蛤	-
2004	中小拖網　	文蛤	-
2005	刺網　	文蛤	-
2006	扒網　	文蛤	-
2049	其他網　	文蛤	-
2050	鮪延繩釣　	文蛤	-
2051	雜魚延繩釣　	文蛤	-
2052	曳繩釣　	文蛤	-
2053	一支釣　	文蛤	-
2079	其他釣　	文蛤	-
2096	籠具　	文蛤	-
2097	珊瑚　	文蛤	-
2098	飛魚卵漁業　	文蛤	-
2099	其他近海漁業　	文蛤	-
3000	沿岸漁業合計	文蛤	-
3001	定置漁具　	文蛤	-
3002	地曳網　	文蛤	-
3003	焚寄網　	文蛤	-
3004	刺網　	文蛤	-
3005	追逐網　	文蛤	-
3006	流袋網　	文蛤	-
3007	魩鱙漁業　	文蛤	-
3008	櫻花蝦漁業　	文蛤	-
3009	赤尾青蝦漁業　	文蛤	-
3049	其他網　	文蛤	-
3050	一支釣　	文蛤	-
3051	雜魚延繩釣　	文蛤	-
3079	其他釣　	文蛤	-
3096	鏢旗魚　	文蛤	-
3097	遊漁　	文蛤	-
3098	籠具　	文蛤	-
3099	其他沿岸漁業　	文蛤	-
4000	內陸漁撈合計	文蛤	-
4001	河川漁撈　	文蛤	-
4002	水庫漁撈　	文蛤	-
4099	其他內陸漁撈　	文蛤	-
5000	海面養殖合計	文蛤	-
5001	淺海養殖　	文蛤	-
5002	箱網養殖　	文蛤	-
5099	其他海面養殖　	文蛤	-
6000	內陸養殖合計	文蛤	-
6001	鹹水魚塭　	文蛤	-
6002	淡水魚塭　	文蛤	-
6003	箱網養殖　	文蛤	-
6004	觀賞魚養殖　	文蛤	-
6099	其他內陸養殖　	文蛤	-
0000	總 計	臺灣蜆	178
1000	遠洋漁業合計	臺灣蜆	-
1001	單船拖網　	臺灣蜆	-
1002	雙船拖網　	臺灣蜆	-
1003	鰹鮪圍網　	臺灣蜆	-
1004	秋刀魚棒受網　	臺灣蜆	-
1050	鮪延繩釣　	臺灣蜆	-
1051	魷釣　	臺灣蜆	-
1099	其他遠洋漁業　	臺灣蜆	-
2000	近海漁業合計	臺灣蜆	101
2001	巾著網　	臺灣蜆	-
2002	鯖鰺圍網　	臺灣蜆	-
2003	棒受網　	臺灣蜆	1
2004	中小拖網　	臺灣蜆	6
2005	刺網　	臺灣蜆	8
2006	扒網　	臺灣蜆	-
2049	其他網　	臺灣蜆	18
2050	鮪延繩釣　	臺灣蜆	-
2051	雜魚延繩釣　	臺灣蜆	31
2052	曳繩釣　	臺灣蜆	-
2053	一支釣　	臺灣蜆	37
2079	其他釣　	臺灣蜆	-
2096	籠具　	臺灣蜆	-
2097	珊瑚　	臺灣蜆	-
2098	飛魚卵漁業　	臺灣蜆	-
2099	其他近海漁業　	臺灣蜆	-
3000	沿岸漁業合計	臺灣蜆	77
3001	定置漁具　	臺灣蜆	21
3002	地曳網　	臺灣蜆	-
3003	焚寄網　	臺灣蜆	3
3004	刺網　	臺灣蜆	49
3005	追逐網　	臺灣蜆	-
3006	流袋網　	臺灣蜆	-
3007	魩鱙漁業　	臺灣蜆	-
3008	櫻花蝦漁業　	臺灣蜆	-
3009	赤尾青蝦漁業　	臺灣蜆	-
3049	其他網　	臺灣蜆	3
3050	一支釣　	臺灣蜆	1
3051	雜魚延繩釣　	臺灣蜆	-
3079	其他釣　	臺灣蜆	-
3096	鏢旗魚　	臺灣蜆	-
3097	遊漁　	臺灣蜆	-
3098	籠具　	臺灣蜆	-
3099	其他沿岸漁業　	臺灣蜆	-
4000	內陸漁撈合計	臺灣蜆	-
4001	河川漁撈　	臺灣蜆	-
4002	水庫漁撈　	臺灣蜆	-
4099	其他內陸漁撈　	臺灣蜆	-
5000	海面養殖合計	臺灣蜆	-
5001	淺海養殖　	臺灣蜆	-
5002	箱網養殖　	臺灣蜆	-
5099	其他海面養殖　	臺灣蜆	-
6000	內陸養殖合計	臺灣蜆	-
6001	鹹水魚塭　	臺灣蜆	-
6002	淡水魚塭　	臺灣蜆	-
6003	箱網養殖　	臺灣蜆	-
6004	觀賞魚養殖　	臺灣蜆	-
6099	其他內陸養殖　	臺灣蜆	-
0000	總 計	鱉	33,436
1000	遠洋漁業合計	鱉	29,416
1001	單船拖網　	鱉	-
1002	雙船拖網　	鱉	-
1003	鰹鮪圍網　	鱉	-
1004	秋刀魚棒受網　	鱉	-
1050	鮪延繩釣　	鱉	-
1051	魷釣　	鱉	29,416
1099	其他遠洋漁業　	鱉	-
2000	近海漁業合計	鱉	3,840
2001	巾著網　	鱉	19
2002	鯖鰺圍網　	鱉	-
2003	棒受網　	鱉	2,155
2004	中小拖網　	鱉	1,319
2005	刺網　	鱉	53
2006	扒網　	鱉	26
2049	其他網　	鱉	-
2050	鮪延繩釣　	鱉	-
2051	雜魚延繩釣　	鱉	2
2052	曳繩釣　	鱉	3
2053	一支釣　	鱉	254
2079	其他釣　	鱉	-
2096	籠具　	鱉	9
2097	珊瑚　	鱉	-
2098	飛魚卵漁業　	鱉	-
2099	其他近海漁業　	鱉	-
3000	沿岸漁業合計	鱉	180
3001	定置漁具　	鱉	18
3002	地曳網　	鱉	0
3003	焚寄網　	鱉	14
3004	刺網　	鱉	80
3005	追逐網　	鱉	-
3006	流袋網　	鱉	-
3007	魩鱙漁業　	鱉	-
3008	櫻花蝦漁業　	鱉	-
3009	赤尾青蝦漁業　	鱉	-
3049	其他網　	鱉	14
3050	一支釣　	鱉	54
3051	雜魚延繩釣　	鱉	0
3079	其他釣　	鱉	-
3096	鏢旗魚　	鱉	-
3097	遊漁　	鱉	-
3098	籠具　	鱉	-
3099	其他沿岸漁業　	鱉	-
4000	內陸漁撈合計	鱉	-
4001	河川漁撈　	鱉	-
4002	水庫漁撈　	鱉	-
4099	其他內陸漁撈　	鱉	-
5000	海面養殖合計	鱉	-
5001	淺海養殖　	鱉	-
5002	箱網養殖　	鱉	-
5099	其他海面養殖　	鱉	-
6000	內陸養殖合計	鱉	-
6001	鹹水魚塭　	鱉	-
6002	淡水魚塭　	鱉	-
6003	箱網養殖　	鱉	-
6004	觀賞魚養殖　	鱉	-
6099	其他內陸養殖　	鱉	-
0000	總 計	鱉蛋	12,838
1000	遠洋漁業合計	鱉蛋	12,838
1001	單船拖網　	鱉蛋	-
1002	雙船拖網　	鱉蛋	-
1003	鰹鮪圍網　	鱉蛋	-
1004	秋刀魚棒受網　	鱉蛋	-
1050	鮪延繩釣　	鱉蛋	-
1051	魷釣　	鱉蛋	12,838
1099	其他遠洋漁業　	鱉蛋	-
2000	近海漁業合計	鱉蛋	-
2001	巾著網　	鱉蛋	-
2002	鯖鰺圍網　	鱉蛋	-
2003	棒受網　	鱉蛋	-
2004	中小拖網　	鱉蛋	-
2005	刺網　	鱉蛋	-
2006	扒網　	鱉蛋	-
2049	其他網　	鱉蛋	-
2050	鮪延繩釣　	鱉蛋	-
2051	雜魚延繩釣　	鱉蛋	-
2052	曳繩釣　	鱉蛋	-
2053	一支釣　	鱉蛋	-
2079	其他釣　	鱉蛋	-
2096	籠具　	鱉蛋	-
2097	珊瑚　	鱉蛋	-
2098	飛魚卵漁業　	鱉蛋	-
2099	其他近海漁業　	鱉蛋	-
3000	沿岸漁業合計	鱉蛋	-
3001	定置漁具　	鱉蛋	-
3002	地曳網　	鱉蛋	-
3003	焚寄網　	鱉蛋	-
3004	刺網　	鱉蛋	-
3005	追逐網　	鱉蛋	-
3006	流袋網　	鱉蛋	-
3007	魩鱙漁業　	鱉蛋	-
3008	櫻花蝦漁業　	鱉蛋	-
3009	赤尾青蝦漁業　	鱉蛋	-
3049	其他網　	鱉蛋	-
3050	一支釣　	鱉蛋	-
3051	雜魚延繩釣　	鱉蛋	-
3079	其他釣　	鱉蛋	-
3096	鏢旗魚　	鱉蛋	-
3097	遊漁　	鱉蛋	-
3098	籠具　	鱉蛋	-
3099	其他沿岸漁業　	鱉蛋	-
4000	內陸漁撈合計	鱉蛋	-
4001	河川漁撈　	鱉蛋	-
4002	水庫漁撈　	鱉蛋	-
4099	其他內陸漁撈　	鱉蛋	-
5000	海面養殖合計	鱉蛋	-
5001	淺海養殖　	鱉蛋	-
5002	箱網養殖　	鱉蛋	-
5099	其他海面養殖　	鱉蛋	-
6000	內陸養殖合計	鱉蛋	-
6001	鹹水魚塭　	鱉蛋	-
6002	淡水魚塭　	鱉蛋	-
6003	箱網養殖　	鱉蛋	-
6004	觀賞魚養殖　	鱉蛋	-
6099	其他內陸養殖　	鱉蛋	-
0000	總 計	珊 瑚	12,989
1000	遠洋漁業合計	珊 瑚	12,989
1001	單船拖網　	珊 瑚	-
1002	雙船拖網　	珊 瑚	-
1003	鰹鮪圍網　	珊 瑚	-
1004	秋刀魚棒受網　	珊 瑚	-
1050	鮪延繩釣　	珊 瑚	-
1051	魷釣　	珊 瑚	12,989
1099	其他遠洋漁業　	珊 瑚	-
2000	近海漁業合計	珊 瑚	-
2001	巾著網　	珊 瑚	-
2002	鯖鰺圍網　	珊 瑚	-
2003	棒受網　	珊 瑚	-
2004	中小拖網　	珊 瑚	-
2005	刺網　	珊 瑚	-
2006	扒網　	珊 瑚	-
2049	其他網　	珊 瑚	-
2050	鮪延繩釣　	珊 瑚	-
2051	雜魚延繩釣　	珊 瑚	-
2052	曳繩釣　	珊 瑚	-
2053	一支釣　	珊 瑚	-
2079	其他釣　	珊 瑚	-
2096	籠具　	珊 瑚	-
2097	珊瑚　	珊 瑚	-
2098	飛魚卵漁業　	珊 瑚	-
2099	其他近海漁業　	珊 瑚	-
3000	沿岸漁業合計	珊 瑚	-
3001	定置漁具　	珊 瑚	-
3002	地曳網　	珊 瑚	-
3003	焚寄網　	珊 瑚	-
3004	刺網　	珊 瑚	-
3005	追逐網　	珊 瑚	-
3006	流袋網　	珊 瑚	-
3007	魩鱙漁業　	珊 瑚	-
3008	櫻花蝦漁業　	珊 瑚	-
3009	赤尾青蝦漁業　	珊 瑚	-
3049	其他網　	珊 瑚	-
3050	一支釣　	珊 瑚	-
3051	雜魚延繩釣　	珊 瑚	-
3079	其他釣　	珊 瑚	-
3096	鏢旗魚　	珊 瑚	-
3097	遊漁　	珊 瑚	-
3098	籠具　	珊 瑚	-
3099	其他沿岸漁業　	珊 瑚	-
4000	內陸漁撈合計	珊 瑚	-
4001	河川漁撈　	珊 瑚	-
4002	水庫漁撈　	珊 瑚	-
4099	其他內陸漁撈　	珊 瑚	-
5000	海面養殖合計	珊 瑚	-
5001	淺海養殖　	珊 瑚	-
5002	箱網養殖　	珊 瑚	-
5099	其他海面養殖　	珊 瑚	-
6000	內陸養殖合計	珊 瑚	-
6001	鹹水魚塭　	珊 瑚	-
6002	淡水魚塭　	珊 瑚	-
6003	箱網養殖　	珊 瑚	-
6004	觀賞魚養殖　	珊 瑚	-
6099	其他內陸養殖　	珊 瑚	-
0000	總 計	其他	567
1000	遠洋漁業合計	其他	-
1001	單船拖網　	其他	-
1002	雙船拖網　	其他	-
1003	鰹鮪圍網　	其他	-
1004	秋刀魚棒受網　	其他	-
1050	鮪延繩釣　	其他	-
1051	魷釣　	其他	-
1099	其他遠洋漁業　	其他	-
2000	近海漁業合計	其他	-
2001	巾著網　	其他	-
2002	鯖鰺圍網　	其他	-
2003	棒受網　	其他	-
2004	中小拖網　	其他	-
2005	刺網　	其他	-
2006	扒網　	其他	-
2049	其他網　	其他	-
2050	鮪延繩釣　	其他	-
2051	雜魚延繩釣　	其他	-
2052	曳繩釣　	其他	-
2053	一支釣　	其他	-
2079	其他釣　	其他	-
2096	籠具　	其他	-
2097	珊瑚　	其他	-
2098	飛魚卵漁業　	其他	-
2099	其他近海漁業　	其他	-
3000	沿岸漁業合計	其他	7
3001	定置漁具　	其他	-
3002	地曳網　	其他	-
3003	焚寄網　	其他	-
3004	刺網　	其他	7
3005	追逐網　	其他	-
3006	流袋網　	其他	-
3007	魩鱙漁業　	其他	-
3008	櫻花蝦漁業　	其他	-
3009	赤尾青蝦漁業　	其他	-
3049	其他網　	其他	-
3050	一支釣　	其他	-
3051	雜魚延繩釣　	其他	-
3079	其他釣　	其他	-
3096	鏢旗魚　	其他	-
3097	遊漁　	其他	-
3098	籠具　	其他	-
3099	其他沿岸漁業　	其他	-
4000	內陸漁撈合計	其他	80
4001	河川漁撈　	其他	-
4002	水庫漁撈　	其他	80
4099	其他內陸漁撈　	其他	-
5000	海面養殖合計	其他	-
5001	淺海養殖　	其他	-
5002	箱網養殖　	其他	-
5099	其他海面養殖　	其他	-
6000	內陸養殖合計	其他	481
6001	鹹水魚塭　	其他	-
6002	淡水魚塭　	其他	423
6003	箱網養殖　	其他	-
6004	觀賞魚養殖　	其他	-
6099	其他內陸養殖　	其他	58
